Name,Title,Total students,Reviews,Udemy link,Social links
Marshall Lefferts,"Founder and Director, The Cosmometry Project",522,94,https://www.udemy.com/user/marshalllefferts/,['http://www.cosmometry.net']
Stephen Beale,"Academic English Tutor, Linguist, Educator","7,075",176,https://www.udemy.com/user/stephenbeale3/,"['http://celtahelper.com', 'https://twitter.com/stephenbeale', 'https://www.facebook.com/beale.stephen', 'https://linkedin.com/in/bealestephen', 'https://www.youtube.com/channel/UCV3tTtQyoxaVkSzOTataxHQ']"
Kvasir Education,Your Math Instructor,"1,720",181,https://www.udemy.com/user/ami-asy/,[]
Elaine Chandler,"M.S.Ed, Literacy Education","2,450",709,https://www.udemy.com/user/elaine-chandler-3/,"['https://www.chandler-education.com', 'https://twitter.com/chandlereducation', 'https://www.facebook.com/chandlereducation', 'https://linkedin.com/in/elainechandler/', 'https://www.youtube.com/Elaine Chandler']"
ExpertEase Education,Delivered By Engineers | Managers | Educators | Experts,"51,759","1,712",https://www.udemy.com/user/samoattie/,"['https://www.eedu.online/', 'https://www.facebook.com/https://www.facebook.com/experteaseedu/', 'https://linkedin.com/company/experteaseedu/', 'https://www.youtube.com/c/ExpertEaseEducation']"
Check N Click Learning and Technologies,Expert at making Instructionally-Sound eLearning Courses,"1,205",338,https://www.udemy.com/user/check-n-click-learning-and-technologies-2/,"['https://check-n-click.com', 'https://twitter.com/check_n_click', 'https://www.facebook.com/CheckNClick', 'https://linkedin.com/check-n-click-learning-and-technologies-private-ltd-', 'https://www.youtube.com/channel/UCtwsgXp7kiwU2SE7MyRIRSw']"
"Raja Natarajan, B.Com., PGDBA, FCA",Chartered Accountant,"228,377","15,401",https://www.udemy.com/user/caraja/,"['http://carajaclasses.com', 'https://twitter.com/nrajca', 'https://www.facebook.com/ca.raja.3', 'https://linkedin.com/in/carajaclasses/', 'https://www.youtube.com/user/poojaraj2009']"
"Danielle Kelly, M.Ed., NBCT","Director, Exceptional Children Consulting & Services, LLC","1,332",93,https://www.udemy.com/user/daniellekelly6/,"['http://www.exceptionalccs.com', 'https://twitter.com/ExceptionalCCS', 'https://www.facebook.com/https://www.facebook.com/exceptionalccs/?skip_nax_wizard=true', 'https://linkedin.com/profile/view?id=302852664&trk=nav_responsive_tab_profile']"
Michał Kata,Michael,"1,696","1,057",https://www.udemy.com/user/michal-kata/,"['http://finansewpraktyce.pl/michal-kata/', 'https://www.facebook.com/people/Michał-Kata/100001866418960/', 'https://www.youtube.com/channel/UChPvd2EHwOh8e05A4omMgKg']"
Nancy Howland Walker,Instructor,"1,464",93,https://www.udemy.com/user/nancy-walker-3/,"['http://nancyhowlandwalker.com', 'https://www.facebook.com/https://www.facebook.com/NancyHowlandWalker', 'https://linkedin.com/www.linkedin.com/in/nancyhowlandwalker']"
Fred Williams,ESL Teacher and Founder of Mr Vocab,"95,722","4,256",https://www.udemy.com/user/ec2c9317-db82-4926-b18d-fe2abf1932c4/,"['https://www.mrvocab.com/', 'https://www.facebook.com/MrVocabESL', 'https://www.youtube.com/channel/UC0VnrUvRxggaqHn8xcuAqeA']"
Surabhi Jain,Clinical Research Expert,"1,543",470,https://www.udemy.com/user/surabhi-jain-31/,"['https://www.clinlearn.com', 'https://www.youtube.com/clinlearn']"
Hassan Lamaa,Arabic language tutor at italki,450,93,https://www.udemy.com/user/hassan-lamaa-3/,[]
Abdul Rehman Ikram,Computational-Biologist|Command-Line|Python&R|Linux-Pipeline,"7,699","1,124",https://www.udemy.com/user/abdul-rehman-ikram/,"['https://biodatanerd.site/', 'https://twitter.com/abdul_se7en', 'https://www.facebook.com/arehmanse7en', 'https://linkedin.com//in/hanzo7', 'https://www.youtube.com//channel/UCTuycmUgWH6tejNKQNK9nlw']"
Jeni Carter,Communications Director,"3,783",157,https://www.udemy.com/user/jody-willmer/,[]
Mohamed Emadeldin Ibrahim Elshenawy,Teacher,"26,240","1,391",https://www.udemy.com/user/mohamed-emadeldin-ibrahim-elshenawy/,"['https://www.escolaonlineacademy.com', 'https://twitter.com/Escolaonlinesp', 'https://www.facebook.com/escolaonlinesp', 'https://linkedin.com/profile/view?id=376948419&trk=nav_responsive_tab_profile_pic', 'https://www.youtube.com/channel/UCHVDs7eQ88iCoimgefnHU8A']"
Juan Klopper,Head of Postgraduate Research at the University of Cape Town,"3,185",627,https://www.udemy.com/user/juanklopper/,"['http://www.juanklopper.com', 'https://twitter.com/docjuank', 'https://www.youtube.com/jhklopper']"
Tracy Atkinson,Educator,"1,284",225,https://www.udemy.com/user/tracy-atkinson-3/,"['https://studentsuccessspace.com/', 'https://twitter.com/SdtSuccessSpace', 'https://www.facebook.com/StudentSuccessSpace/', 'https://linkedin.com/in/tracyharringtonatkinson/', 'https://www.youtube.com/Studentsuccessspace']"
Nina Modak,"Private Tutor specialising in English, History & RE","4,992",161,https://www.udemy.com/user/nina-modak-2/,['http://www.modaktutoring.co.uk']
Dr. Mohammed Hasan Almughalles,Environmental Engineer,"1,292",420,https://www.udemy.com/user/mohammed-hasan-almughalles/,['https://www.facebook.com/Mohammed Hasan Almughalles']
Matt Bernstein,"Best Selling Instructor, 175,000+ Students","237,497","4,941",https://www.udemy.com/user/mattbernstein/,['https://www.skillhance.com']
Mostafa M. Madbouly,"Energy Management Engineer , MEng.","38,192",436,https://www.udemy.com/user/mostafa-madbouly-3/,['https://linkedin.com/in/mostafamadbouly/']
"Igor Yankin, DVM, DACVECC",Veterinary Emergency and Critical Care Specialist (DACVECC),697,195,https://www.udemy.com/user/igor-yankin-2/,"['https://vetemcrit.com', 'https://www.facebook.com/vetemcrit', 'https://www.youtube.com/vetemcrit']"
Heartbeatsz Academy.,Board certified Dr & Master from London school of Economics,"10,828","1,307",https://www.udemy.com/user/narendra-kumar-257/,"['https://esc365.escardio.org/person/167133', 'https://twitter.com/drnarendra_007', 'https://www.facebook.com/groups/heartbeatsz/', 'https://linkedin.com/groups/8567818/', 'https://www.youtube.com/ProfDrNarendraKumarEP']"
Krunal Patel,Ex Googler and PhD Student at Polytechnique Montreal,"16,523",125,https://www.udemy.com/user/krunal-patel-446/,['https://www.krooonal.com/']
Prashant Gupta,Educator & Content Developer,"6,701","1,481",https://www.udemy.com/user/prashantkumargupta/,[]
Tanmay Varshney,Software Engineer and Tech Educator,"2,964",201,https://www.udemy.com/user/tanmay-varshney-2/,['https://gyaanx.in/']
Hesam (Sam) Samimi,"Computer Science / Programming Teacher, Mobile App Developer","16,722",260,https://www.udemy.com/user/hesamsamimi/,"['http://hesam.us/teaching/index.html', 'https://linkedin.com/in/hesam-samimi/']"
Irene Karageorgou,Greek language teacher and course creator,"11,354",568,https://www.udemy.com/user/eirinikarageorgou/,"['https://twitter.com/KarageorgouE', 'https://www.facebook.com/karageorgou.eirini', 'https://www.youtube.com/channel/UCe3lsu8tEJIpmdOlP_avjZA/videos']"
Morgane Borzee,User Experience Designer & Technologist,420,114,https://www.udemy.com/user/morganeborze/,[]
Lema Labs,Incubated at IIT Madras Research Park,389,86,https://www.udemy.com/user/lema-labs-2/,"['https://www.facebook.com/lemalabs', 'https://linkedin.com/lemalabs', 'https://www.youtube.com/lemalabs']"
Ross McGowan,Applied Mathematics and Computer Science Educator,"9,052","1,097",https://www.udemy.com/user/ross-mcgowan/,"['https://onlinerm.trainercentralsite.eu/#/home', 'https://twitter.com/RossMcg49667661', 'https://www.facebook.com/ross.mcgowan.1069', 'https://linkedin.com/in/ross-mcgowan-976950193/', 'https://www.youtube.com/rossmcgowanmaths']"
Em Winn,"Teacher, Art Instructor, Artist","132,909","11,185",https://www.udemy.com/user/merritwinters/,['https://globalartclassroom.podia.com/']
Natasha Nurse-Clarke,Bringing innovation to education in the digital age!,312,86,https://www.udemy.com/user/natasha80/,[]
Ibozi Trading,Economy & Finance,"8,391","2,660",https://www.udemy.com/user/ibozi-trading/,[]
Sandeep Kushwaha,Researcher at Lund University,425,86,https://www.udemy.com/user/sandeep-kushwaha-16/,[]
Ben Lovegrove,Creator of videos & websites. Network Engineer.,707,183,https://www.udemy.com/user/benlovegrove/,"['https://www.benlovegrove.com', 'https://twitter.com/BensBookmarks', 'https://www.facebook.com/BenLovegroveCCS', 'https://linkedin.com/in/loveservices/', 'https://www.youtube.com/c/BenLovegrove']"
Poonam Dogra,e-Mobility Consultant,"3,090",86,https://www.udemy.com/user/raveesh-srivastava-3/,[]
Lena Okasha,Online language tutor,402,86,https://www.udemy.com/user/lena-okasha/,['https://www.youtube.com/lenaokasha']
Viani D.B.,Statistical Methods - Machine Learning - Risk Quantification,312,103,https://www.udemy.com/user/viani-djeundje-biatat/,[]
The Digitalist,Software Developer,"18,623",317,https://www.udemy.com/user/the-digitalist/,[]
Andrew James,CEO of a International consultancy business,"3,329",783,https://www.udemy.com/user/andrew-dewell/,[]
Abdul Salam,Hydrogen consultant,347,85,https://www.udemy.com/user/abdul-salam-21/,[]
Mourad Kattan,"Kattan Test Prep, Inc.",901,85,https://www.udemy.com/user/mouradkattan/,[]
Dr. Cody Podor,Professor,"1,191",363,https://www.udemy.com/user/kayla-helmer/,"['https://www.codypodor.com', 'https://twitter.com/codypodor', 'https://linkedin.com/cody-podor']"
Jan Ekhteyari,"Tech educator, Udemy bestseller and video creator","352,912","6,989",https://www.udemy.com/user/janekhteyari/,"['https://bio.janekhteyari.com', 'https://twitter.com/janekhteyari', 'https://www.facebook.com/janekhteyari1', 'https://linkedin.com/in/janekhteyari/', 'https://www.youtube.com/janekhteyari']"
Hennie Gerber,Statistican & Instructor,752,116,https://www.udemy.com/user/hennie-71/,"['https://linkedin.com/https://www.linkedin.com/in/hennie-gerber-7578a51a/', 'https://www.youtube.com/tps://www.youtube.com/channel/UCf4wCDFc1fC4nVtGEyM0ZRA']"
Muhammad Ghous Khan,M Ghous Khan,327,85,https://www.udemy.com/user/muhammad-ghous-khan/,['https://www.youtube.com/watch?v=rLTIe3WR-qk']
Frank Avella,Master Teacher and Trainer,284,85,https://www.udemy.com/user/frank-avella/,"['http://frankavella.com/', 'https://twitter.com/https://twitter.com/frank_avella', 'https://linkedin.com/https://www.linkedin.com/in/frank-avella-404b59b5/']"
BIZM Consulting Pvt.Ltd,BIZM Consulting Pvt.Ltd,562,135,https://www.udemy.com/user/bizm-consulting-pvtltd/,['https://sites.google.com/bizm.in/bizm/']
Lernen Sie,German Language Courses,"2,026",128,https://www.udemy.com/user/lernen-sie/,"['https://www.lernen-sie.com/', 'https://www.facebook.com/Lernen-Sie-107786051780815', 'https://linkedin.com/company/lernen-sie/', 'https://www.youtube.com/channel/UCzpAE7-fqw7tmgPGm2xxn7w/featured']"
Mahesh Shenoy,Physics teacher,"7,202",108,https://www.udemy.com/user/maheshshenoy/,"['https://www.facebook.com/https://www.facebook.com/FloatHeadPhysix', 'https://linkedin.com/https://www.linkedin.com/in/mahesh-shenoy-563514108/', 'https://www.youtube.com/https://www.youtube.com/playlist?list=PLawLaqps30oDeAZPjVpHFBRkEeLylKzbk']"
Andy Collins,"Tech, Finance, and Business Specialist",302,85,https://www.udemy.com/user/andy-collins/,[]
Homer Velasco,Building Expertise in Instrumentation and BMS Technology,"1,290",84,https://www.udemy.com/user/homer-velasco-2/,"['https://linkedin.com/https://www.linkedin.com/in/homer-velasco-389111102/', 'https://www.youtube.com/https://www.youtube.com/c/TheMachine0021']"
Leigh Faulkner,"School, University, and Workplace Educator","7,287",147,https://www.udemy.com/user/leighfaulkner/,"['http://www.leigh-faulkner.com', 'https://linkedin.com/ca.linkedin.com/pub/leigh-faulkner/4a/a63/656/', 'https://www.youtube.com/channel/UCBIM-wWmaYPO3Q8j9n-RLxQ']"
Rahsoft Mechanical Engineering Department,Become a skilled Mechanical Engineer,"12,550",201,https://www.udemy.com/user/rahsoft-mechanical-engineering-department/,"['https://rahsoft.com/', 'https://twitter.com/Rahsoft?lang=en', 'https://www.facebook.com/rahsoftusa/', 'https://linkedin.com/company/rahsoft', 'https://www.youtube.com/channel/UCwyInqIVlgS2Gy6O5gjq6Tg']"
Idan Gabrieli,"Online Teacher | Data, Cloud, AI","181,545","17,729",https://www.udemy.com/user/idangabrieli/,"['https://linkedin.com/in/idan-gabrieli', 'https://www.youtube.com/channel/UC77LnZAvmKMls14vQDz7Ibg']"
"Anum Ahmad, PhD",Educator,"1,384",209,https://www.udemy.com/user/anum-ali-ahmad/,"['https://twitter.com/AhmadAnum', 'https://linkedin.com/in/anum-ali-ahmad-b3171b49/', 'https://www.youtube.com/channel/UCxlaK4HE9g-vXEIRgePD69w']"
Mahmoud Abdelkhabeer,PhD in analytical chemistry,"8,542",273,https://www.udemy.com/user/mahmoud-abdelkhabeer/,"['https://www.facebook.com/https://www.facebook.com/Accredited-Laboratory-2285343028361472', 'https://linkedin.com/https://www.linkedin.com/in/mahmoud-abd-elkhabeer-101346ba/', 'https://www.youtube.com/https://www.youtube.com/channel/UCUYBug_c9r2PeCK-u_1Jomg']"
Willmar Herrera,AP Calculus Teacher,553,83,https://www.udemy.com/user/willmar-herrera/,[]
Bluelime Learning Solutions,Learning made simple,"771,261","42,147",https://www.udemy.com/user/javascript-academy/,['https://bluelimelearningsolutions.com']
Marcelo Rodriguez,University expert in design of solar photovoltaic systems,640,185,https://www.udemy.com/user/marcelo-rodriguez-82/,[]
"Prof. Krishna N. Sharma, Ph.D.","Vice Chancellor at St. Louis University, Cameroon","121,427","13,099",https://www.udemy.com/user/drkrishnansharma/,"['http://www.virtued.in', 'https://twitter.com/virtued_academy', 'https://www.facebook.com/virtueddotin', 'https://linkedin.com/mwlite/company/virtued-academy-international', 'https://www.youtube.com/@virtued_academy']"
Chaitanya Patil,Author of Vedic Speed Mathematics series eBooks,"1,180",136,https://www.udemy.com/user/chaitanya-patil-12/,"['https://www.Speed16.com/', 'https://twitter.com/Speed16Academy', 'https://www.facebook.com/Speed16Academy', 'https://linkedin.com/company/speed16academy', 'https://www.youtube.com/Speed16Academy']"
Stewart Theobald,Head trainer at Talking Shop Training Ltd.,886,132,https://www.udemy.com/user/william-theobald-2/,[]
Shashank Johri,Computer and Technology Author for last 20 years,"5,310",79,https://www.udemy.com/user/shashank-johri-10/,"['https://twitter.com/1shashankjohri', 'https://linkedin.com/in/shashank-johri-478904208']"
Edouard Reny,Music Producer & Tutor in Physics,"2,563",580,https://www.udemy.com/user/edouard-reny/,"['http://www.synaptic-machines.com', 'https://twitter.com/https://twitter.com/Syn_Machines', 'https://www.facebook.com/https://www.facebook.com/Synaptic.Machines', 'https://linkedin.com/https://www.linkedin.com/in/edouard-reny-7313aa4/', 'https://www.youtube.com/https://www.youtube.com/user/SynapticMachines']"
Miroslav Budilin,Reservoir Engineering Advisor,"2,497",160,https://www.udemy.com/user/c2bb3a03-dfe7-4628-924a-4cf0d6778a69/,['https://linkedin.com/https://www.linkedin.com/in/miroslav-budilin-6072862b/']
Aleksander Kwilosz,Mechanical Engineer and Consultant,508,79,https://www.udemy.com/user/aleksander-kwilosz/,['https://linkedin.com/https://www.linkedin.com/in/aleksander-kwilosz-01563b97/']
Michael Van Krey,Japanese Instructor,813,79,https://www.udemy.com/user/michaelvankrey/,"['http://www.kanabeats.weebly.com', 'https://www.facebook.com/kanabeats']"
Gary Thomson,Mathematician / Nature Philosopher,"1,407",156,https://www.udemy.com/user/gary-thomson-3/,"['https://teachmemath.net', 'https://www.facebook.com/gary.thomson.39']"
Manish Paliwal,Practical Palmistry with reasoning,848,79,https://www.udemy.com/user/manish-3278/,"['http://palmistindian.com', 'https://twitter.com/palmistindian', 'https://www.facebook.com/palmistdelhiindia', 'https://linkedin.com/in/manish-palmistry-696657150/', 'https://www.youtube.com/channel/UC6QexT3DXF5HGbGc-6UC8XA/videos']"
Prabh Kirpa Classes,Educator,"154,340","4,010",https://www.udemy.com/user/prabh-kirpa-classes/,['https://prabhkirpaclasses.com/']
Isabelle Arrieta Support,Instructor at Cornell Literacy,"20,608",973,https://www.udemy.com/user/isabelle-arrieta-2/,['https://cornellliteracy.com/']
Mathieu Provencher,Economist,470,79,https://www.udemy.com/user/mathieu-provencher-2/,"['https://www.professorpro.net/', 'https://twitter.com/ProfessorPro', 'https://www.facebook.com/mathieu.provencher.90', 'https://linkedin.com/mathieu-provencher', 'https://www.youtube.com/ProfessorProvencher']"
Mayasari Lim,Stem cell and Bioprinting expert,565,197,https://www.udemy.com/user/mayasari-lim/,"['https://twitter.com/mayasaril', 'https://linkedin.com/mayasarilim']"
Hussein Ghaly,App Maker,"26,684",95,https://www.udemy.com/user/hussein-ghaly/,"['http://husseinghaly.com', 'https://twitter.com/hmghaly', 'https://www.facebook.com/hmghaly', 'https://linkedin.com/in/hussein-ghaly-32562915']"
Takashi Kawatani,Crosscultural Management Consultant,"13,043",86,https://www.udemy.com/user/17832/,"['https://www.successjapanseminars.com/', 'https://www.facebook.com/successjapan', 'https://linkedin.com/in/takashikawatani/', 'https://www.youtube.com/user/diversityasia/featured']"
"Arun Singhal B-Tech, MBA (IIM-B),Unilever, J&J, Danone, IIMU, Cello",Management Coach and Mentor with 40 years experience,"165,069","3,369",https://www.udemy.com/user/arun-singhal-19/,['https://linkedin.com/https://www.linkedin.com/in/arun-singhal-35896611/']
Fedor Shirin,Russian Language Teacher,340,78,https://www.udemy.com/user/fedor-shirin/,"['https://befluentclass.com', 'https://www.facebook.com/169010980342785', 'https://www.youtube.com/channel/UCtMqRKjQcFJoq4TOIdHDiew']"
Drugs and Conditions -,Pharm.D. - Doctor of Pharmacy,"1,777",718,https://www.udemy.com/user/brandon-bickford-2/,['http://www.DrugsandConditions.com']
Woody Lewenstein,Mathematics Teacher,"12,076","1,341",https://www.udemy.com/user/woody-lewenstein/,[]
Process Engineering Hacks,Process Engineering specialist with three decades experience,"1,918",471,https://www.udemy.com/user/process-engineering-hacks/,"['https://linkedin.com/company/process-engineering-hacks/', 'https://www.youtube.com/channel/UC5LursP2G1VUkGAmK-CmBxQ']"
Farid Guerby,Professor,570,183,https://www.udemy.com/user/farid-guerby/,[]
Mandar Awasekar,Instructor,"3,411",78,https://www.udemy.com/user/mandar-awasekar/,"['https://twitter.com/MANDAR AWASEKAR', 'https://www.facebook.com/MANDAR AWASEKAR', 'https://linkedin.com/MANDAR AWASEKAR', 'https://www.youtube.com/MANDAR AWASEKAR']"
Shirish Vichare,Instructor for myEngineeringMechanics,786,78,https://www.udemy.com/user/shirishvichare/,"['http://www.myEngineeringMechanics.com', 'https://twitter.com/myseriesem', 'https://www.facebook.com/myengineeringmechanics']"
Rosa Suen,"Best Seller Music Teacher, 35 Years Pianist, 25,00+ students","33,666","1,980",https://www.udemy.com/user/rosasuen/,"['http://www.LearnPianoWithRosa.com', 'https://twitter.com/pianowithrosa', 'https://www.facebook.com/learnpianowithrosa', 'https://linkedin.com/in/pianorosa', 'https://www.youtube.com/PianoWithRosa/videos']"
Spanish To Move®,Online Spanish Courses,"1,035",200,https://www.udemy.com/user/spanish-to-move/,"['https://www.spanishtomove.com/', 'https://twitter.com/spanishtomove', 'https://www.facebook.com/Spanishtomove', 'https://linkedin.com/company/spanish-to-move', 'https://www.youtube.com/Spanishtomove']"
Peggy Tharpe,English Pronunciation and Fluency Specialist,368,77,https://www.udemy.com/user/5498e8af829fe/,"['http://AmericanPronunciationCoach.com', 'https://twitter.com/peggytharpe', 'https://www.facebook.com/peggy.tharpe', 'https://linkedin.com/in/peggytharpe/', 'https://www.youtube.com/channel/UCm0SQOHL0jlvQmBynAllerQ?view_as=subscriber']"
Mark Timberlake,Professional Online Training Courses For Beginners,"312,530","36,114",https://www.udemy.com/user/marktimberlake/,"['http://www.smeheroes.co.uk', 'https://twitter.com/smeheroes', 'https://www.facebook.com/mark.koopmanstimberlake', 'https://linkedin.com/in/mark-timberlake-18128627?trk=nav_responsive_tab_profile', 'https://www.youtube.com/channel/UCzeiXj-mxWNpUBtpUsZ9inA']"
Aina Manresa,Spanish Instructor,628,124,https://www.udemy.com/user/tapeo/,[]
The Table Of Bosses,Private Equity Firm | Business Instructors,"44,921","2,440",https://www.udemy.com/user/9e832860-9813-4163-b02b-ff8a22dbee85/,[]
Jenell Diegor,"Writer, producer, director.","2,782",269,https://www.udemy.com/user/jenelldiegor/,"['http://www.learnegyptology.com', 'https://twitter.com/jhnellorx', 'https://www.facebook.com/learnegyptology']"
Willie Coleman,Director of Premier Dealing School,242,74,https://www.udemy.com/user/willie-coleman-4/,[]
Dr. José J,"Researcher, Professor and Subject Matter Expert","426,673","24,088",https://www.udemy.com/user/dr-jose-prabhu-joseph-john/,['https://professorjose.com/']
Emilie S,"FR/EN teacher, life coach, entrepreneur","11,063",186,https://www.udemy.com/user/schrevens-emilie/,"['http://www.themasterpreneur.com/blog', 'https://www.facebook.com/profile.php?id=100087769364052', 'https://linkedin.com/in/emilie-s-wester/', 'https://www.youtube.com/channel/UCDrk3NxtK9ss71YbKcN-JbA']"
Blake Crosby,Analyzing data to help make better decisions,639,207,https://www.udemy.com/user/blakecrosby2/,"['https://twitter.com/HighP86753819', 'https://linkedin.com/https://www.linkedin.com/in/blake-crosby-m-ed-bcba-b82ba98/']"
Amna Abu Khamidakh,Chemistry Tutor,323,74,https://www.udemy.com/user/amna-unisprint/,"['https://sites.google.com/view/amnatutor', 'https://www.youtube.com/AmnaUniSprint']"
Shaira Ali,Instructional Design Expert,"1,670",74,https://www.udemy.com/user/shaira-ali/,['https://linkedin.com/https://www.linkedin.com/in/shaira']
Tram Ho,CEO at Kynaforkids.vn,"8,501",266,https://www.udemy.com/user/tram-ho-2/,"['https://kynaforkids.vn/', 'https://www.facebook.com/kynaforkids']"
Duncan Wells,West View Sailing Principal,403,154,https://www.udemy.com/user/west-view-sailing/,[]
Chris Richter,CEO at Ricoshae Pty Ltd | Education technology developer,"6,144",479,https://www.udemy.com/user/chris-richter/,"['https://ricoshae.com.au', 'https://twitter.com/ricoshae', 'https://linkedin.com/in/chrisrichterin/', 'https://www.youtube.com/@Ricoshae']"
Dr Karen E Wells,"Bestselling Instructor: Over 165,000 Students","168,276","44,157",https://www.udemy.com/user/karen-e-wells/,"['https://karenewells.com', 'https://twitter.com/drkarenewells', 'https://www.facebook.com/https://www.facebook.com/groups/transformationaltherapywithdrkarenewells', 'https://www.youtube.com/@drkarenewells/videos']"
Exam Ekalavya,Saadhanat Saadhayatu,"19,178",362,https://www.udemy.com/user/examekalavya/,"['https://examekalavya.in', 'https://www.facebook.com/examekalavya', 'https://www.youtube.com/channel/UCru-wdMWOiieiHleK6ciQ0Q/']"
Jitender Chaurasia,Scientific Researcher and Graphic Designer,329,73,https://www.udemy.com/user/jitender-chaurasia/,"['https://twitter.com/jittu_chaurasia', 'https://www.facebook.com/Jittu0172', 'https://linkedin.com/in/jitenderchaurasia/', 'https://www.youtube.com/TheOfficeGuyTutorials']"
Dinesh Kumar,IT Consultant and Freelance Trainer,626,73,https://www.udemy.com/user/5569d8e429f49/,[]
Netra Naik,Instructor,307,74,https://www.udemy.com/user/netra-88/,[]
"Ahmed Karam, M.Sc.",Bioinformatics and Genomics Instructor,"5,068",291,https://www.udemy.com/user/ahmed-karam-722/,"['https://scholar.google.com/citations?hl=en&authuser=1&user=NwTU_40AAAAJ', 'https://www.facebook.com/https://www.facebook.com/ahmad.karam.92', 'https://linkedin.com/https://www.linkedin.com/in/ahmed-karam-m-sc-982b8915b/']"
Michelle Wei,Secret Guides of learning chinese like a native speaker,"38,707",379,https://www.udemy.com/user/michelle-wei-2/,[]
Kevin McCain,Fine Artist and Illustrator,964,122,https://www.udemy.com/user/kevin-mccain-2/,"['https://kevinmccainstudios.com', 'https://twitter.com/KevinMcCainArt', 'https://www.facebook.com/kevinmccainstudios', 'https://www.youtube.com/user/kevinmccainstudios']"
Patricia Hagan,Experienced Early Years UK Teacher,363,119,https://www.udemy.com/user/patricia-hagan/,"['https://www.facebook.com/mamatphonicspage', 'https://www.youtube.com/mamatphonics']"
Muhammad Shakil Ahmad,"Researcher, Editor, Trainer and Life Coach","14,910",833,https://www.udemy.com/user/muhammadshakilahmad/,"['https://www.researchgate.net/profile/Ahmad_Muhammd_Shakil', 'https://twitter.com/https://twitter.com/researchme78', 'https://www.facebook.com/facebook.com/profile.php?id=61553867426018', 'https://linkedin.com/https://www.linkedin.com/in/dr-muhammad-shakil-ahmad-1832381b?trk=hp-identity-name', 'https://www.youtube.com/https://www.youtube.com/@researchmentor78']"
Zeeshan Hussain,"Web Developer, CISCO, Microsoft Certified network engineer","160,314","7,083",https://www.udemy.com/user/zeeshan-hussain-3/,[]
Vince Kotchian,GRE tutor since 2008,"2,536",106,https://www.udemy.com/user/vince-kotchian/,"['https://vincekotchian.com', 'https://linkedin.com/in/vincekotchian/', 'https://www.youtube.com/channel/UCIRZsN8eJEe4jHuITOEcShw']"
Sahin Kaymak,Makine Mühendisi,"1,607",413,https://www.udemy.com/user/sahin-kaymak/,"['https://www.facebook.com/https://www.facebook.com/sahin.kaymak.14', 'https://linkedin.com/https://www.linkedin.com/in/%C5%9Fahin-kaymak-84b559113/']"
Glensinos Interdisciplinary Center,Solution Driven Higher Education,694,102,https://www.udemy.com/user/glensinos-idc/,"['http://glensinos.com', 'https://www.facebook.com/Glensinos-Interdisciplinary-Center-281399609140196/', 'https://www.youtube.com/channel/UCy94TI9gWWDt_w6mbUIMh_g']"
Christopher D. Nolan,Professional Mariner and Educator,"4,902",576,https://www.udemy.com/user/christopher-d-nolan/,"['https://www.practicalnavigator.org', 'https://www.facebook.com/practicalnavigator', 'https://linkedin.com/in/christopher-nolan-7b357251/', 'https://www.youtube.com/NavigationTraining']"
Chinnu Jerard,Senior Research Fellow @ amrita.edu,895,159,https://www.udemy.com/user/bioscientifiq/,"['https://www.researchgate.net/profile/Chinnu-Jerard', 'https://twitter.com/chinnujerard', 'https://linkedin.com//in/chinnu-jerard']"
Aeronauts Academy,Aviation Training Institute,239,72,https://www.udemy.com/user/aeronauts-academy/,"['https://www.aeronautsacademy.com/', 'https://twitter.com/knowaviation', 'https://www.facebook.com/aeronautsacademy', 'https://www.youtube.com/channel/UCdMVYeD-1QBp9_YcNXVYiFQ']"
Optimization Team,Optimization expert,"101,467","1,942",https://www.udemy.com/user/alireza-soroudi/,[]
Ahmed Al-sakkaf,Professional in Languages,"9,615",72,https://www.udemy.com/user/ahmed-al-sakkaf-3/,"['https://www.masterlanguages.works/', 'https://www.facebook.com/Ahmed Ali Binbasri', 'https://www.youtube.com/MasterLanguages']"
Ajarn Ken,Learn British English with a native English speaker,"12,860",114,https://www.udemy.com/user/ajarn-ken/,"['https://getenglishtips.com', 'https://twitter.com/getenglishtips', 'https://www.facebook.com/getenglishtips', 'https://linkedin.com/kenthorkildsen', 'https://www.youtube.com/getenglishtips']"
Yaz Abd,Medical subjects Tutor,401,101,https://www.udemy.com/user/yasseralaashehata/,[]
Matthew Kinoshita,Master Shaper and owner of Kazuma Surfboards Hawaii,241,141,https://www.udemy.com/user/matthew-kinoshita/,"['Http://www.kazumasurf.com', 'https://www.facebook.com/Kazumasurf', 'https://www.youtube.com/Kazumasurfboards']"
Kirstyn Lazur,TOEFL Teacher,"3,060",164,https://www.udemy.com/user/kirstyn-lazur/,"['https://twitter.com/ToeflLand', 'https://www.facebook.com/Toeflland', 'https://www.youtube.com/c/TOEFLLand']"
"Guilherme Matos Passarini, phD",Professor,"20,407","1,882",https://www.udemy.com/user/guilherme-matos-p/,[]
Matthew Barnett,"NLP , Hypnosis , Neuro Linguistic Programming coach & Pro","141,557","21,939",https://www.udemy.com/user/matthewbarnett/,"['https://links.headgearlabs.com/knowledge-base', 'https://twitter.com/headgearlabs', 'https://www.facebook.com/groups/558487151280357', 'https://linkedin.com/in/matthewgbarnett', 'https://www.youtube.com/channel/UCuLhKB0ySo8SZ2BH5Sk1TtA']"
